	ra1m_Cov.2	rb1m_Cov.2	rc1m._Cov.2	rd1m_Cov.2	re1m._Cov.2	rf1m_Cov.2	rg1m._Cov.2	sa1m_Cov.1	sb1m_Cov.1	sc1m_Cov.1	sd1m_Cov.1	se1m_Cov.1	sf1m_Cov.1	sg1m_Cov.1
hsa-miR-3149-3p:Novel	1.44599149467803	0	1.58904196659834	0	1.63719175772182	0	0	0	0	3.07596716097459	3.10332039765948	1.85256200061876	0	0
hsa-miR-3149-5p:Novel	2.89198298935606	1.51595083468253	0	0	3.27438351544363	1.42243666245151	3.08652930582413	2.85507496713095	7.25105321547955	4.61395074146188	0	1.85256200061876	0	3.02371042529999
hsa-miR-3150a-3p:mirBase	0	0	1.58904196659834	1.70175689381718	0	0	1.54326465291206	1.42753748356547	4.83403547698637	0	0	0	1.50711584747385	1.51185521264999
hsa-miR-3150a-5p:mirBase	2.89198298935606	0	1.58904196659834	0	3.27438351544363	0	1.54326465291206	0	2.41701773849318	6.15193432194918	3.10332039765948	5.55768600185627	1.50711584747385	1.51185521264999
hsa-miR-3150b-3p:mirBase	0	0	1.58904196659834	0	0	1.42243666245151	0	1.42753748356547	0	1.53798358048729	0	0	0	0
hsa-miR-3150b-5p:mirBase	0	0	0	0	1.63719175772182	1.42243666245151	0	0	0	1.53798358048729	1.55166019882974	0	1.50711584747385	0
hsa-miR-3151-3p:mirBase	0	0	0	1.70175689381718	0	0	0	0	0	0	0	0	0	0
hsa-miR-3151-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3152-3p:mirBase	0	0	0	0	0	1.42243666245151	0	0	2.41701773849318	0	0	0	0	0
hsa-miR-3152-5p:mirBase	2.89198298935606	3.03190166936506	7.94520983299169	0	3.27438351544363	7.11218331225756	1.54326465291206	7.13768741782737	4.83403547698637	3.07596716097459	3.10332039765948	0	3.0142316949477	4.53556563794998
hsa-miR-3153-3p:Novel	0	1.51595083468253	0	0	1.63719175772182	0	0	1.42753748356547	0	0	0	0	0	0
hsa-miR-3153-5p:Novel	1.44599149467803	3.03190166936506	3.17808393319668	0	1.63719175772182	0	0	0	0	0	0	0	3.0142316949477	0
hsa-miR-3154-3p:Novel	1.44599149467803	1.51595083468253	0	1.70175689381718	0	0	0	0	0	3.07596716097459	0	1.85256200061876	0	0
hsa-miR-3154-5p:Novel	1.44599149467803	1.51595083468253	0	0	0	1.42243666245151	0	0	0	0	0	3.70512400123751	0	0
hsa-miR-3155a-3p:Novel	21.6898724201704	12.1276066774602	9.53425179959003	0	6.54876703088726	11.3794932996121	10.8028525703844	21.4130622534821	4.83403547698637	10.7658850634111	3.10332039765948	7.41024800247502	0	7.55927606324997
hsa-miR-3155a-5p:Novel	4.33797448403408	6.06380333873012	4.76712589979501	0	1.63719175772182	1.42243666245151	1.54326465291206	1.42753748356547	0	6.15193432194918	0	3.70512400123751	0	12.0948417012
hsa-miR-3155b-3p:Novel	0	3.03190166936506	1.58904196659834	0	1.63719175772182	0	0	1.42753748356547	2.41701773849318	1.53798358048729	0	0	0	0
hsa-miR-3155b-5p:Novel	17.3518979361363	13.6435575121428	11.1232937661884	0	3.27438351544363	5.68974664980605	6.17305861164825	18.5579872863512	0	0	3.10332039765948	1.85256200061876	6.02846338989539	12.0948417012
hsa-miR-3156-1-3p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	1.50711584747385	0
hsa-miR-3156-1-5p:Novel	0	0	0	0	0	0	0	0	2.41701773849318	0	0	1.85256200061876	0	0
hsa-miR-3156-2-3p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-2-5p:Novel	1.44599149467803	0	0	0	0	0	0	0	2.41701773849318	0	0	0	0	0
hsa-miR-3156-3-3p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-3156-3-5p:Novel	0	0	0	0	3.27438351544363	1.42243666245151	0	0	0	0	0	0	1.50711584747385	0
hsa-miR-3157-3p:mirBase	1.44599149467803	1.51595083468253	0	0	0	0	1.54326465291206	1.42753748356547	0	1.53798358048729	0	1.85256200061876	0	1.51185521264999
hsa-miR-3157-5p:mirBase	0	1.51595083468253	0	0	0	2.84487332490303	0	0	0	0	1.55166019882974	0	0	1.51185521264999
hsa-miR-3158-1-3p:Novel	4.33797448403408	15.1595083468253	11.1232937661884	0	0	4.26730998735454	1.54326465291206	5.7101499342619	2.41701773849318	6.15193432194918	3.10332039765948	3.70512400123751	4.52134754242154	6.04742085059998
hsa-miR-3158-1-5p:Novel	13.0139234521023	7.57975417341265	7.94520983299169	0	4.91157527316544	11.3794932996121	6.17305861164825	4.28261245069642	0	9.22790148292377	4.65498059648921	3.70512400123751	1.50711584747385	4.53556563794998
hsa-miR-3158-2-3p:Novel	10.1219404627462	9.09570500809518	3.17808393319668	0	4.91157527316544	2.84487332490303	1.54326465291206	5.7101499342619	2.41701773849318	4.61395074146188	0	0	4.52134754242154	4.53556563794998
hsa-miR-3158-2-5p:Novel	5.78396597871211	10.6116558427777	1.58904196659834	0	1.63719175772182	7.11218331225756	6.17305861164825	4.28261245069642	0	9.22790148292377	4.65498059648921	0	3.0142316949477	4.53556563794998
hsa-miR-3159-3p:Novel	13.0139234521023	13.6435575121428	19.0685035991801	0	19.6463010926618	8.53461997470908	32.4085577111533	5.7101499342619	12.0850886924659	13.8418522243857	20.1715825847866	12.9679340043313	9.04269508484309	7.55927606324997
hsa-miR-3159-5p:Novel	78.0835407126135	45.4785250404759	65.1507206305319	10.2105413629031	111.329039525083	86.7686364095423	75.6199679926911	44.2536619905297	58.0084257238364	79.9751461853393	54.3081069590408	55.5768600185627	46.7205912716893	40.8200907415499
hsa-miR-3160-1-3p:Novel	1.44599149467803	0	0	3.40351378763435	0	0	1.54326465291206	8.56522490139285	2.41701773849318	0	3.10332039765948	1.85256200061876	4.52134754242154	1.51185521264999
hsa-miR-3160-1-5p:Novel	0	0	1.58904196659834	0	1.63719175772182	2.84487332490303	0	0	4.83403547698637	0	0	0	1.50711584747385	1.51185521264999
hsa-miR-3160-2-3p:Novel	1.44599149467803	0	0	1.70175689381718	1.63719175772182	0	0	1.42753748356547	0	0	1.55166019882974	1.85256200061876	1.50711584747385	0
hsa-miR-3160-2-5p:Novel	0	0	1.58904196659834	0	0	1.42243666245151	0	4.28261245069642	2.41701773849318	4.61395074146188	3.10332039765948	0	3.0142316949477	1.51185521264999
hsa-miR-3161-3p:Novel	0	3.03190166936506	3.17808393319668	8.50878446908588	1.63719175772182	0	0	1.42753748356547	0	1.53798358048729	1.55166019882974	0	0	1.51185521264999
hsa-miR-3161-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	1.85256200061876	0	1.51185521264999
hsa-miR-3162-3p:mirBase	0	1.51595083468253	1.58904196659834	0	1.63719175772182	2.84487332490303	0	4.28261245069642	4.83403547698637	3.07596716097459	4.65498059648921	1.85256200061876	7.53557923736924	1.51185521264999
hsa-miR-3162-5p:mirBase	0	0	1.58904196659834	0	0	0	0	1.42753748356547	2.41701773849318	0	0	0	0	1.51185521264999
hsa-miR-3163-3p:Novel	0	0	1.58904196659834	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163-5p:Novel	0	0	1.58904196659834	0	1.63719175772182	0	0	0	0	0	0	0	0	0
hsa-miR-3164-3p:Novel	8.67594896806817	16.6754591815078	15.8904196659834	0	3.27438351544363	5.68974664980605	4.62979395873619	9.99276238495832	0	10.7658850634111	3.10332039765948	9.26281000309378	6.02846338989539	10.58298648855
hsa-miR-3164-5p:Novel	0	0	1.58904196659834	0	6.54876703088726	1.42243666245151	4.62979395873619	0	2.41701773849318	6.15193432194918	1.55166019882974	1.85256200061876	1.50711584747385	3.02371042529999
hsa-miR-3165-3p:Novel	0	0	0	0	0	0	3.08652930582413	0	2.41701773849318	1.53798358048729	0	0	0	0
hsa-miR-3165-5p:Novel	0	0	0	6.80702757526871	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-3166-3p:Novel	4.33797448403408	12.1276066774602	7.94520983299169	3.40351378763435	1.63719175772182	2.84487332490303	1.54326465291206	0	2.41701773849318	3.07596716097459	3.10332039765948	1.85256200061876	4.52134754242154	0
hsa-miR-3166-5p:Novel	0	0	0	0	0	0	0	1.42753748356547	0	1.53798358048729	1.55166019882974	0	4.52134754242154	0
hsa-miR-3167-3p:Novel	17.3518979361363	6.06380333873012	46.0822170313518	0	21.2834928503836	41.2506632110939	55.5575275048343	4.28261245069642	0	4.61395074146188	3.10332039765948	9.26281000309378	30.142316949477	49.8912220174498
hsa-miR-3167-5p:Novel	1.44599149467803	0	0	0	0	0	0	1.42753748356547	0	0	0	1.85256200061876	0	0
hsa-miR-3168-3p:Novel	2.89198298935606	1.51595083468253	1.58904196659834	1.70175689381718	21.2834928503836	0	1.54326465291206	1.42753748356547	2.41701773849318	7.68991790243647	1.55166019882974	1.85256200061876	6.02846338989539	0
hsa-miR-3168-5p:Novel	10.1219404627462	7.57975417341265	7.94520983299169	0	14.7347258194963	14.2243666245151	9.25958791747238	9.99276238495832	12.0850886924659	1.53798358048729	1.55166019882974	11.1153720037125	4.52134754242154	6.04742085059998
hsa-miR-3169-3p:Novel	0	0	0	0	1.63719175772182	0	0	0	0	1.53798358048729	0	0	1.50711584747385	0
hsa-miR-3169-5p:Novel	0	1.51595083468253	3.17808393319668	0	1.63719175772182	0	4.62979395873619	1.42753748356547	2.41701773849318	0	1.55166019882974	0	3.0142316949477	0
hsa-miR-3170-3p:Novel	4.33797448403408	4.54785250404759	0	1.70175689381718	0	0	1.54326465291206	7.13768741782737	4.83403547698637	10.7658850634111	1.55166019882974	7.41024800247502	6.02846338989539	3.02371042529999
hsa-miR-3170-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51185521264999
hsa-miR-3171-3p:Novel	1.44599149467803	0	3.17808393319668	1.70175689381718	1.63719175772182	0	0	0	0	1.53798358048729	0	0	0	0
hsa-miR-3171-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p:mirBase	0	0	1.58904196659834	0	1.63719175772182	1.42243666245151	1.54326465291206	0	0	3.07596716097459	0	0	0	1.51185521264999
hsa-miR-3173-5p:mirBase	7.22995747339014	7.57975417341265	12.7123357327867	0	8.18595878860907	4.26730998735454	12.3461172232965	0	2.41701773849318	13.8418522243857	0	1.85256200061876	4.52134754242154	6.04742085059998
hsa-miR-3174-3p:Novel	37.5957788616287	30.3190166936506	39.7260491649584	3.40351378763435	63.8504785511508	52.630156510706	43.2114102815378	98.5000863660178	43.5063192928773	173.792144595064	88.4446313332951	70.3973560235127	158.247163984754	40.8200907415499
hsa-miR-3174-5p:Novel	0	0	0	1.70175689381718	0	0	0	0	0	1.53798358048729	0	3.70512400123751	0	0
hsa-miR-3175-3p:Novel	0	0	1.58904196659834	0	4.91157527316544	2.84487332490303	1.54326465291206	1.42753748356547	7.25105321547955	1.53798358048729	1.55166019882974	18.5256200061876	3.0142316949477	0
hsa-miR-3175-5p:Novel	0	0	0	0	1.63719175772182	0	0	0	0	1.53798358048729	0	0	0	0
hsa-miR-3176-3p:Novel	0	3.03190166936506	1.58904196659834	3.40351378763435	1.63719175772182	0	0	0	2.41701773849318	1.53798358048729	1.55166019882974	3.70512400123751	1.50711584747385	0
hsa-miR-3176-5p:Novel	24.5818554095265	36.3828200323807	3.17808393319668	1.70175689381718	26.195068123549	18.4916766118697	10.8028525703844	18.5579872863512	21.7531596464386	10.7658850634111	9.30996119297843	9.26281000309378	6.02846338989539	9.07113127589997
hsa-miR-3177-3p:mirBase	1.44599149467803	4.54785250404759	3.17808393319668	0	6.54876703088726	0	1.54326465291206	4.28261245069642	2.41701773849318	3.07596716097459	0	3.70512400123751	3.0142316949477	3.02371042529999
hsa-miR-3177-5p:mirBase	0	1.51595083468253	1.58904196659834	0	0	0	1.54326465291206	1.42753748356547	0	3.07596716097459	0	0	0	0
hsa-miR-3178-3p:Novel	91.0974641647158	127.339870113332	93.7534760293019	0	108.05465600964	85.3461997470908	67.9036447281308	92.7899364317559	2890.75321523785	133.804571502395	179.99258306425	1369.04331845726	48.2277071191631	68.0334845692498
hsa-miR-3178-5p:Novel	0	0	0	1.70175689381718	3.27438351544363	1.42243666245151	0	0	4.83403547698637	0	0	5.55768600185627	0	0
hsa-miR-3179-1-3p:Novel	0	0	0	0	0	0	0	0	0	4.61395074146188	0	0	0	0
hsa-miR-3179-1-5p:Novel	0	0	0	0	0	0	0	1.42753748356547	0	0	0	0	0	0
hsa-miR-3179-2-3p:Novel	0	0	0	1.70175689381718	0	0	0	1.42753748356547	0	0	0	0	0	0
hsa-miR-3179-2-5p:Novel	0	0	1.58904196659834	0	0	1.42243666245151	0	0	0	0	0	0	0	0
hsa-miR-3179-3-3p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-3179-3-5p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	1.53798358048729	0	0	0	0
hsa-miR-3179-4-3p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179-4-5p:Novel	0	1.51595083468253	1.58904196659834	0	0	0	0	0	0	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-3180-1-3p:Novel	1.44599149467803	0	0	0	0	1.42243666245151	1.54326465291206	0	7.25105321547955	3.07596716097459	0	0	0	3.02371042529999
hsa-miR-3180-1-5p:Novel	0	0	0	0	0	0	0	0	0	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-3180-2-3p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3180-2-5p:Novel	0	0	0	0	0	0	0	1.42753748356547	2.41701773849318	0	0	0	0	1.51185521264999
hsa-miR-3180-3-3p:Novel	0	0	0	0	0	1.42243666245151	1.54326465291206	0	2.41701773849318	0	0	5.55768600185627	0	1.51185521264999
hsa-miR-3180-3-5p:Novel	0	3.03190166936506	1.58904196659834	0	0	1.42243666245151	0	1.42753748356547	2.41701773849318	0	0	0	0	1.51185521264999
hsa-miR-3180-4-3p:Novel	1.44599149467803	0	0	0	0	0	1.54326465291206	0	4.83403547698637	0	1.55166019882974	3.70512400123751	0	0
hsa-miR-3180-4-5p:Novel	0	0	0	0	0	1.42243666245151	0	0	4.83403547698637	1.53798358048729	3.10332039765948	0	0	0
hsa-miR-3180-5-3p:Novel	1.44599149467803	1.51595083468253	0	0	1.63719175772182	0	1.54326465291206	0	4.83403547698637	1.53798358048729	0	3.70512400123751	1.50711584747385	4.53556563794998
hsa-miR-3180-5-5p:Novel	0	4.54785250404759	3.17808393319668	0	0	0	3.08652930582413	11.4202998685238	50.7573725083568	3.07596716097459	1.55166019882974	29.6409920099001	1.50711584747385	0
hsa-miR-3181-3p:Novel	0	0	1.58904196659834	0	1.63719175772182	0	1.54326465291206	0	0	1.53798358048729	1.55166019882974	1.85256200061876	0	0
hsa-miR-3181-5p:Novel	2.89198298935606	13.6435575121428	0	1.70175689381718	1.63719175772182	2.84487332490303	3.08652930582413	7.13768741782737	58.0084257238364	16.9178193853602	17.0682621871271	31.4935540105188	1.50711584747385	4.53556563794998
hsa-miR-3182-3p:Novel	59.2856512817992	86.4091975769042	73.0959304635235	457.772604436821	148.984449952685	88.1910730719938	87.9660852159876	105.637773783845	130.518957878632	72.2852282829029	51.2047865613813	140.794712047025	94.9482983908524	134.55511392585
hsa-miR-3182-5p:Novel	0	1.51595083468253	1.58904196659834	0	0	1.42243666245151	1.54326465291206	1.42753748356547	2.41701773849318	0	0	0	1.50711584747385	0
hsa-miR-3183-3p:Novel	0	0	0	0	0	0	0	0	0	1.53798358048729	1.55166019882974	0	0	0
hsa-miR-3183-5p:Novel	1.44599149467803	0	4.76712589979501	0	1.63719175772182	0	4.62979395873619	4.28261245069642	43.5063192928773	4.61395074146188	0	16.6730580055688	0	1.51185521264999
hsa-miR-3184-3p:mirBase	0	0	0	0	0	0	0	1.42753748356547	0	0	0	0	0	0
hsa-miR-3184-5p:mirBase	11.5679319574242	6.06380333873012	4.76712589979501	1.70175689381718	13.0975340617745	8.53461997470908	3.08652930582413	9.99276238495832	31.4212306004114	26.145720868284	9.30996119297843	24.0833060080438	19.59250601716	18.1422625517999
hsa-miR-3185-3p:Novel	14.4599149467803	1.51595083468253	7.94520983299169	0	4.91157527316544	11.3794932996121	15.4326465291206	7.13768741782737	2.41701773849318	10.7658850634111	4.65498059648921	7.41024800247502	6.02846338989539	12.0948417012
hsa-miR-3185-5p:Novel	0	0	0	0	0	1.42243666245151	0	0	0	0	0	0	0	0
hsa-miR-3186-3p:mirBase	0	0	1.58904196659834	3.40351378763435	0	0	3.08652930582413	0	0	0	0	0	0	1.51185521264999
hsa-miR-3186-5p:mirBase	1.44599149467803	1.51595083468253	0	0	0	1.42243666245151	0	0	0	0	0	0	0	0
hsa-miR-3187-3p:mirBase	2.89198298935606	1.51595083468253	6.35616786639335	0	3.27438351544363	2.84487332490303	4.62979395873619	2.85507496713095	0	3.07596716097459	6.20664079531895	0	6.02846338989539	3.02371042529999
hsa-miR-3187-5p:mirBase	0	0	3.17808393319668	0	4.91157527316544	1.42243666245151	1.54326465291206	0	7.25105321547955	4.61395074146188	3.10332039765948	1.85256200061876	1.50711584747385	4.53556563794998
hsa-miR-3188-3p:Novel	0	0	0	1.70175689381718	0	0	0	1.42753748356547	0	1.53798358048729	0	1.85256200061876	0	3.02371042529999
hsa-miR-3188-5p:Novel	0	1.51595083468253	0	8.50878446908588	3.27438351544363	0	3.08652930582413	1.42753748356547	2.41701773849318	3.07596716097459	0	1.85256200061876	7.53557923736924	0
hsa-miR-3189-3p:mirBase	0	0	0	0	0	0	0	1.42753748356547	2.41701773849318	0	0	0	0	0
hsa-miR-3189-5p:mirBase	0	1.51595083468253	0	0	0	0	1.54326465291206	0	2.41701773849318	1.53798358048729	0	0	0	0
hsa-miR-3190-3p:mirBase	0	0	1.58904196659834	23.8245965134405	0	2.84487332490303	1.54326465291206	0	4.83403547698637	1.53798358048729	3.10332039765948	0	3.0142316949477	1.51185521264999
hsa-miR-3190-5p:mirBase	0	0	1.58904196659834	0	0	1.42243666245151	3.08652930582413	0	0	0	0	0	0	0
hsa-miR-3191-3p:mirBase	1.44599149467803	0	3.17808393319668	0	1.63719175772182	1.42243666245151	0	2.85507496713095	4.83403547698637	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-3191-5p:mirBase	0	0	0	0	1.63719175772182	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p:mirBase	2.89198298935606	0	4.76712589979501	0	1.63719175772182	0	0	0	0	3.07596716097459	1.55166019882974	0	0	1.51185521264999
hsa-miR-3192-5p:mirBase	4.33797448403408	0	0	0	8.18595878860907	0	0	0	2.41701773849318	0	1.55166019882974	1.85256200061876	1.50711584747385	0
hsa-miR-3193-3p:Novel	0	1.51595083468253	3.17808393319668	0	1.63719175772182	0	0	0	0	1.53798358048729	3.10332039765948	0	0	1.51185521264999
hsa-miR-3193-5p:Novel	0	0	0	1.70175689381718	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p:mirBase	1.44599149467803	0	0	0	0	0	3.08652930582413	0	0	0	0	0	0	0
hsa-miR-3194-5p:mirBase	0	1.51595083468253	0	0	0	0	0	0	2.41701773849318	1.53798358048729	1.55166019882974	1.85256200061876	0	1.51185521264999
hsa-miR-3195-3p:Novel	96.8814301434279	83.3772959075391	47.6712589979501	3.40351378763435	63.8504785511508	51.2077198482545	29.3220284053292	82.7971740467975	1097.3260532759	109.196834214598	58.96308755553	1104.12695236878	39.18501203432	69.5453397818998
hsa-miR-3195-5p:Novel	70.8535832392234	56.0901808832536	20.6575455657784	1.70175689381718	18.00910933494	44.0955365359969	44.7546749344498	87.079786497494	911.21568741193	96.8929655706996	68.2730487485085	592.819840198002	30.142316949477	27.2133938276999
hsa-miR-3196-3p:Novel	13.0139234521023	34.8668691976982	22.2465875323767	0	26.195068123549	24.1814232616757	20.0624404878568	15.7029123192202	212.6975609874	29.2216880292586	10.8616213918082	85.2178520284628	45.2134754242154	7.55927606324997
hsa-miR-3196-5p:Novel	0	1.51595083468253	0	0	0	1.42243666245151	0	1.42753748356547	2.41701773849318	0	0	0	4.52134754242154	1.51185521264999
hsa-miR-3197-3p:Novel	0	0	0	0	0	0	0	0	2.41701773849318	0	0	0	1.50711584747385	0
hsa-miR-3197-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198-1-3p:Novel	80.9755237019696	69.7337383953964	123.94527339467	0	88.408354916978	92.4583830593483	89.5093498688997	24.2681372206131	29.0042128619182	3.07596716097459	10.8616213918082	14.82049600495	45.2134754242154	49.8912220174498
hsa-miR-3198-1-5p:Novel	2.89198298935606	3.03190166936506	7.94520983299169	0	8.18595878860907	1.42243666245151	6.17305861164825	2.85507496713095	0	1.53798358048729	6.20664079531895	3.70512400123751	7.53557923736924	1.51185521264999
hsa-miR-3198-2-3p:Novel	0	0	0	0	0	0	0	1.42753748356547	0	0	3.10332039765948	0	0	0
hsa-miR-3198-2-5p:Novel	0	3.03190166936506	4.76712589979501	0	8.18595878860907	7.11218331225756	1.54326465291206	2.85507496713095	4.83403547698637	0	3.10332039765948	3.70512400123751	10.5498109323169	3.02371042529999
hsa-miR-3199-1-3p:Novel	1.44599149467803	3.03190166936506	3.17808393319668	0	8.18595878860907	1.42243666245151	3.08652930582413	4.28261245069642	4.83403547698637	16.9178193853602	9.30996119297843	11.1153720037125	7.53557923736924	15.1185521264999
hsa-miR-3199-1-5p:Novel	0	0	0	1.70175689381718	0	0	0	0	0	0	1.55166019882974	0	1.50711584747385	0
hsa-miR-3199-2-3p:Novel	4.33797448403408	6.06380333873012	6.35616786639335	1.70175689381718	3.27438351544363	2.84487332490303	0	7.13768741782737	7.25105321547955	6.15193432194918	18.6199223859569	7.41024800247502	3.0142316949477	0
hsa-miR-3199-2-5p:Novel	0	0	4.76712589979501	0	0	1.42243666245151	1.54326465291206	0	0	1.53798358048729	0	0	1.50711584747385	4.53556563794998
hsa-miR-32-3p:mirBase	36.1497873669507	21.2233116855554	31.7808393319668	0	44.204177458489	36.9833532237393	61.7305861164825	12.8478373520893	14.5021064309591	12.3038686438984	23.2749029824461	5.55768600185627	18.0853901696862	45.3556563794998
hsa-miR-32-5p:mirBase	341.253992744015	251.6478385573	459.23312834692	13.6140551505374	338.898693848416	318.625812389139	572.551186230375	225.550922403345	299.710199573155	384.495895121824	543.081069590408	68.544794022894	117.55503610296	370.404527099249
hsa-miR-3200-3p:mirBase	1.44599149467803	3.03190166936506	0	0	0	1.42243666245151	0	0	2.41701773849318	3.07596716097459	15.5166019882974	1.85256200061876	1.50711584747385	4.53556563794998
hsa-miR-3200-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	1.85256200061876	4.52134754242154	1.51185521264999
hsa-miR-3201-3p:Novel	1.44599149467803	0	0	0	0	0	0	1.42753748356547	0	1.53798358048729	0	1.85256200061876	0	0
hsa-miR-3201-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202-1-3p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	3.07596716097459	0	1.85256200061876	0	0
hsa-miR-3202-1-5p:Novel	1.44599149467803	0	0	0	0	0	0	0	0	0	1.55166019882974	1.85256200061876	0	0
hsa-miR-3202-2-3p:Novel	0	0	0	0	1.63719175772182	0	1.54326465291206	0	0	0	1.55166019882974	0	0	0
hsa-miR-3202-2-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51185521264999
hsa-miR-320a-3p:mirBase	244.372562600587	338.057036134204	233.589169089956	28.929867194892	253.764722446881	243.236669279209	223.773374672249	175.587110478553	198.195454556441	395.261780185235	215.680767637334	194.519010064969	188.389480934231	273.645793489649
hsa-miR-320a-5p:mirBase	18.7978894308144	21.2233116855554	41.3150911315568	27.2281103010748	42.5669857007672	66.8545231352211	20.0624404878568	85.6522490139285	154.689135263564	163.026259531653	27.9298835789353	155.615208051975	87.4127191534832	258.527241363149
hsa-miR-320b-1-3p:Novel	0	0	0	0	1.63719175772182	0	1.54326465291206	0	0	1.53798358048729	1.55166019882974	1.85256200061876	3.0142316949477	3.02371042529999
hsa-miR-320b-1-5p:Novel	4.33797448403408	9.09570500809518	4.76712589979501	1.70175689381718	9.82315054633089	5.68974664980605	6.17305861164825	4.28261245069642	7.25105321547955	10.7658850634111	7.75830099414869	9.26281000309378	12.0569267797908	1.51185521264999
hsa-miR-320b-2-3p:Novel	0	0	0	0	0	0	1.54326465291206	0	2.41701773849318	1.53798358048729	0	0	1.50711584747385	0
hsa-miR-320b-2-5p:Novel	11.5679319574242	10.6116558427777	11.1232937661884	0	1.63719175772182	2.84487332490303	3.08652930582413	2.85507496713095	2.41701773849318	3.07596716097459	6.20664079531895	3.70512400123751	0	6.04742085059998
hsa-miR-320c-1-3p:Novel	0	3.03190166936506	3.17808393319668	0	0	2.84487332490303	0	1.42753748356547	9.66807095397273	1.53798358048729	4.65498059648921	0	3.0142316949477	3.02371042529999
hsa-miR-320c-1-5p:Novel	23.1358639148484	15.1595083468253	12.7123357327867	0	6.54876703088726	5.68974664980605	13.8893818762086	11.4202998685238	79.761585370275	7.68991790243647	9.30996119297843	29.6409920099001	6.02846338989539	10.58298648855
hsa-miR-320c-2-3p:Novel	0	0	0	0	1.63719175772182	0	0	1.42753748356547	0	1.53798358048729	1.55166019882974	0	1.50711584747385	0
hsa-miR-320c-2-5p:Novel	4.33797448403408	0	0	0	0	2.84487332490303	0	0	2.41701773849318	0	1.55166019882974	3.70512400123751	3.0142316949477	0
hsa-miR-320d-1-3p:Novel	0	1.51595083468253	0	0	1.63719175772182	1.42243666245151	0	0	2.41701773849318	3.07596716097459	0	0	0	1.51185521264999
hsa-miR-320d-1-5p:Novel	1.44599149467803	6.06380333873012	3.17808393319668	0	3.27438351544363	1.42243666245151	3.08652930582413	0	2.41701773849318	6.15193432194918	1.55166019882974	5.55768600185627	0	1.51185521264999
hsa-miR-320d-2-3p:Novel	0	0	0	0	0	0	0	0	2.41701773849318	0	1.55166019882974	3.70512400123751	1.50711584747385	1.51185521264999
hsa-miR-320d-2-5p:Novel	0	1.51595083468253	1.58904196659834	0	0	0	1.54326465291206	0	7.25105321547955	0	3.10332039765948	0	1.50711584747385	0
hsa-miR-320e-3p:Novel	0	1.51595083468253	1.58904196659834	0	0	2.84487332490303	0	1.42753748356547	2.41701773849318	0	0	0	0	0
hsa-miR-320e-5p:Novel	0	0	1.58904196659834	0	0	0	0	0	2.41701773849318	0	1.55166019882974	0	3.0142316949477	0
hsa-miR-323a-3p:mirBase	0	1.51595083468253	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323a-5p:mirBase	1.44599149467803	0	0	0	0	0	1.54326465291206	1.42753748356547	2.41701773849318	0	0	0	0	0
hsa-miR-323b-3p:mirBase	0	0	0	0	1.63719175772182	0	0	0	0	0	0	0	0	0
hsa-miR-323b-5p:mirBase	0	0	0	1.70175689381718	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p:mirBase	7.22995747339014	7.57975417341265	27.0137134321717	0	19.6463010926618	9.95705663716059	16.9759111820327	0	2.41701773849318	18.4558029658475	6.20664079531895	9.26281000309378	9.04269508484309	19.6541177644499
hsa-miR-324-5p:mirBase	8.67594896806817	3.03190166936506	12.7123357327867	0	13.0975340617745	12.8019299620636	16.9759111820327	2.85507496713095	0	12.3038686438984	7.75830099414869	3.70512400123751	4.52134754242154	10.58298648855
hsa-miR-325-3p:Novel	1.44599149467803	0	0	3.40351378763435	1.63719175772182	0	0	0	0	0	1.55166019882974	0	0	0
